session_id,timestamp,user_id,surface,device,country,position,item_id,artist_id,style,price,margin,freshness,availability,logging_policy_score,popularity_score_pre,affinity_score,examined,clicked,dwell_seconds,saved,add_to_cart,purchased_immediate,not_interested,not_interested_reason
session_000144,2026-01-03 22:22:00,user_0024,search_browse,android,DE,15,item_0049,artist_002,abstract,132.12,42.77,0.2859,1,0.1,0.2499,1.2859,1,0,0,0,0,0,1,poor_match
session_000145,2026-01-03 22:22:00,user_0025,home_feed,web,GB,3,item_0049,artist_002,abstract,132.12,42.77,0.2859,1,0.5536,0.2495,1.0757,1,1,6,0,0,0,0,none
session_000145,2026-01-03 22:22:00,user_0025,home_feed,web,GB,5,item_0133,artist_022,landscape,307.46,140.25,0.3773,1,0.3862,0.2543,0.9937,1,1,10,0,0,0,0,none
session_000146,2026-01-03 12:59:00,user_0026,home_feed,web,DE,0,item_0113,artist_033,minimalist,333.79,183.21,0.2839,1,0.95,0.1473,1.4519,1,1,9,0,0,0,0,none
session_000146,2026-01-03 12:59:00,user_0026,home_feed,web,DE,2,item_0101,artist_014,minimalist,25.31,13.63,0.3168,1,0.6628,0.1332,1.1466,1,1,8,0,0,0,0,none
session_000147,2026-01-03 22:13:00,user_0027,home_feed,android,US,2,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.6628,0.1774,1.3342,1,0,0,0,0,0,1,already_seen
session_000147,2026-01-03 22:13:00,user_0027,home_feed,android,US,12,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.1096,0.0899,1.0453,1,1,43,1,0,0,0,none
session_000148,2026-01-03 12:57:00,user_0028,email_push,ios,FR,0,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.95,0.0519,1.3472,1,1,54,0,0,0,0,none
session_000148,2026-01-03 12:57:00,user_0028,email_push,ios,FR,7,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.2695,0.0921,0.8767,1,1,7,0,0,0,0,none
session_000148,2026-01-03 12:57:00,user_0028,email_push,ios,FR,18,item_0152,artist_003,portrait,857.13,304.95,0.7898,1,0.1,0.1168,0.7197,1,1,22,1,0,0,0,none
session_000149,2026-01-03 22:52:00,user_0029,email_push,android,GB,6,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.3226,0.1692,1.4933,1,1,5,0,0,0,0,none
session_000150,2026-01-03 22:49:00,user_0034,home_feed,ios,US,4,item_0071,artist_024,minimalist,272.55,96.36,0.6565,1,0.4624,0.0592,1.1791,1,1,16,1,0,0,0,none
session_000150,2026-01-03 22:49:00,user_0034,home_feed,ios,US,8,item_0061,artist_015,landscape,215.55,124.82,0.9288,1,0.2251,0.1931,0.8693,1,1,16,1,0,0,0,none
session_000150,2026-01-03 22:49:00,user_0034,home_feed,ios,US,11,item_0081,artist_006,portrait,155.21,62.5,0.4034,1,0.1312,0.0428,0.9676,1,1,8,1,0,0,0,none
session_000151,2026-01-03 18:47:00,user_0035,home_feed,ios,NL,3,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.5536,0.0193,1.6912,1,1,19,1,1,0,0,none
session_000151,2026-01-03 18:47:00,user_0035,home_feed,ios,NL,13,item_0083,artist_033,landscape,196.68,69.91,0.1798,1,0.1,0.1476,0.9621,1,1,4,1,0,0,0,none
session_000152,2026-01-03 20:31:00,user_0035,home_feed,ios,NL,0,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.95,0.0938,1.7331,1,1,19,0,0,0,0,none
session_000152,2026-01-03 20:31:00,user_0035,home_feed,ios,NL,1,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.7935,0.2675,1.6916,1,1,10,0,1,0,0,none
session_000152,2026-01-03 20:31:00,user_0035,home_feed,ios,NL,10,item_0091,artist_019,portrait,60.43,26.16,0.2769,1,0.157,0.1165,0.9615,1,1,11,0,0,0,0,none
session_000153,2026-01-03 20:39:00,user_0037,home_feed,android,US,15,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.1,0.1658,0.9337,1,1,11,0,0,0,0,none
session_000154,2026-01-03 08:53:00,user_0037,similar_item,android,US,3,item_0022,artist_022,landscape,478.21,270.91,0.2164,1,0.5536,0.1806,1.0326,1,1,9,0,0,0,0,none
session_000154,2026-01-03 08:53:00,user_0037,similar_item,android,US,17,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.1,0.0958,0.8586,1,1,18,1,1,0,0,none
session_000155,2026-01-03 12:48:00,user_0040,home_feed,android,DE,0,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.95,0.1759,2.1297,1,1,29,1,0,0,0,none
session_000155,2026-01-03 12:48:00,user_0040,home_feed,android,DE,1,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.7935,0.0978,2.0181,1,1,26,1,1,0,0,none
session_000155,2026-01-03 12:48:00,user_0040,home_feed,android,DE,2,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.6628,0.056,1.7417,1,1,12,1,0,0,0,none
session_000155,2026-01-03 12:48:00,user_0040,home_feed,android,DE,8,item_0027,artist_027,contemporary,65.46,20.17,0.546,1,0.2251,0.2417,1.4007,1,1,35,1,1,0,0,none
session_000155,2026-01-03 12:48:00,user_0040,home_feed,android,DE,17,item_0068,artist_030,portrait,120.36,58.83,0.3133,1,0.1,0.0587,1.2051,1,1,14,0,0,0,0,none
session_000156,2026-01-03 22:41:00,user_0040,search_browse,web,DE,18,item_0147,artist_007,contemporary,355.5,181.81,0.5278,1,0.1,0.0636,1.1209,1,1,8,0,0,0,0,none
session_000157,2026-01-03 12:25:00,user_0041,home_feed,ios,GB,0,item_0047,artist_035,modern,228.43,100.12,0.5179,1,0.95,0.0506,1.6799,1,1,15,0,0,0,0,none
session_000157,2026-01-03 12:25:00,user_0041,home_feed,ios,GB,1,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.7935,0.1043,1.5666,1,1,11,0,0,0,0,none
session_000157,2026-01-03 12:25:00,user_0041,home_feed,ios,GB,5,item_0057,artist_032,modern,184.35,95.02,0.3381,1,0.3862,0.2048,1.4346,1,1,30,0,0,0,0,none
session_000157,2026-01-03 12:25:00,user_0041,home_feed,ios,GB,17,item_0109,artist_005,surrealism,155.17,67.79,0.2237,1,0.1,0.1038,0.9461,1,0,0,0,0,0,1,poor_match
session_000158,2026-01-03 20:25:00,user_0041,home_feed,ios,GB,2,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.6628,0.0953,1.4031,1,1,21,0,0,0,0,none
session_000158,2026-01-03 20:25:00,user_0041,home_feed,ios,GB,4,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.4624,0.0989,1.3417,1,1,20,1,0,0,0,none
session_000160,2026-01-03 20:48:00,user_0044,home_feed,ios,FR,10,item_0001,artist_001,landscape,87.6,46.43,0.7204,1,0.157,0.1097,-0.4619,1,0,0,0,0,0,1,poor_match
session_000161,2026-01-03 12:43:00,user_0045,home_feed,ios,GB,0,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.95,0.0999,2.256,1,1,24,1,1,0,0,none
session_000162,2026-01-03 20:15:00,user_0045,similar_item,android,GB,0,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.95,0.1017,2.1875,1,1,31,0,0,0,0,none
session_000162,2026-01-03 20:15:00,user_0045,similar_item,android,GB,6,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.3226,0.2697,1.3896,1,1,8,0,0,0,0,none
session_000162,2026-01-03 20:15:00,user_0045,similar_item,android,GB,16,item_0083,artist_033,landscape,196.68,69.91,0.1798,1,0.1,0.1527,1.0499,1,1,18,0,0,0,0,none
session_000164,2026-01-03 18:01:00,user_0047,home_feed,web,GB,10,item_0071,artist_024,minimalist,272.55,96.36,0.6565,1,0.157,0.0611,1.2047,1,1,15,0,0,0,0,none
session_000164,2026-01-03 18:01:00,user_0047,home_feed,web,GB,19,item_0152,artist_003,portrait,857.13,304.95,0.7898,1,0.1,0.1284,1.0038,1,1,32,0,0,0,0,none
session_000165,2026-01-03 18:34:00,user_0049,home_feed,web,DE,11,item_0121,artist_026,minimalist,63.47,24.58,0.1033,1,0.1312,0.1927,0.6572,1,1,10,0,0,0,0,none
session_000167,2026-01-03 08:11:00,user_0051,search_browse,ios,NL,5,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.3862,0.171,1.4104,1,1,22,0,0,0,0,none
session_000167,2026-01-03 08:11:00,user_0051,search_browse,ios,NL,17,item_0095,artist_021,landscape,94.04,40.42,0.6582,1,0.1,0.0949,1.0393,1,1,9,1,0,0,0,none
session_000167,2026-01-03 08:11:00,user_0051,search_browse,ios,NL,19,item_0025,artist_025,minimalist,299.13,127.09,0.7512,1,0.1,0.0122,1.0551,1,1,10,1,0,0,0,none
session_000168,2026-01-03 22:07:00,user_0051,search_browse,ios,NL,0,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.95,0.105,1.6805,1,1,34,0,0,0,0,none
session_000168,2026-01-03 22:07:00,user_0051,search_browse,ios,NL,5,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.3862,0.1769,1.2048,1,1,6,0,0,0,0,none
session_000169,2026-01-03 08:56:00,user_0052,home_feed,android,US,1,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.7935,0.1749,1.9891,1,1,21,1,0,0,0,none
session_000169,2026-01-03 08:56:00,user_0052,home_feed,android,US,2,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.6628,0.1008,1.9308,1,1,30,1,1,0,0,none
session_000169,2026-01-03 08:56:00,user_0052,home_feed,android,US,3,item_0083,artist_033,landscape,196.68,69.91,0.1798,1,0.5536,0.1575,1.9289,1,1,36,0,0,0,0,none
session_000169,2026-01-03 08:56:00,user_0052,home_feed,android,US,7,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.2695,0.1826,1.4077,1,1,7,0,0,0,0,none
session_000169,2026-01-03 08:56:00,user_0052,home_feed,android,US,12,item_0000,artist_000,contemporary,151.12,41.02,0.2145,1,0.1096,0.1045,1.2563,1,1,4,0,0,0,0,none
session_000169,2026-01-03 08:56:00,user_0052,home_feed,android,US,17,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.1,0.1315,1.0722,1,1,26,0,0,0,0,none
session_000170,2026-01-03 18:31:00,user_0053,home_feed,web,GB,4,item_0106,artist_002,portrait,214.23,89.24,0.7401,1,0.4624,0.1771,1.7411,1,1,28,1,0,1,0,none
session_000170,2026-01-03 18:31:00,user_0053,home_feed,web,GB,13,item_0068,artist_030,portrait,120.36,58.83,0.3133,1,0.1,0.0751,1.527,1,1,20,0,0,0,0,none
session_000171,2026-01-03 12:48:00,user_0057,similar_item,web,US,6,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.3226,0.0214,1.2618,1,1,12,0,0,0,0,none
session_000171,2026-01-03 12:48:00,user_0057,similar_item,web,US,10,item_0045,artist_002,modern,242.09,101.49,0.5051,1,0.157,0.1547,1.001,1,1,8,0,0,0,0,none
session_000172,2026-01-03 12:38:00,user_0057,home_feed,web,US,0,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.95,0.1071,1.771,1,1,20,0,1,0,0,none
session_000172,2026-01-03 12:38:00,user_0057,home_feed,web,US,2,item_0078,artist_024,modern,170.77,70.19,0.0541,1,0.6628,0.1891,1.5134,1,0,0,0,0,0,1,already_seen
session_000172,2026-01-03 12:38:00,user_0057,home_feed,web,US,7,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.2695,0.1764,0.9756,1,1,8,0,0,0,0,none
session_000172,2026-01-03 12:38:00,user_0057,home_feed,web,US,10,item_0045,artist_002,modern,242.09,101.49,0.5051,1,0.157,0.1616,0.8881,1,1,15,0,1,0,0,none
session_000173,2026-01-03 12:15:00,user_0057,email_push,android,US,13,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.1,0.1656,0.7905,1,1,14,1,0,0,0,none
session_000174,2026-01-03 20:13:00,user_0058,search_browse,ios,GB,2,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.6628,0.1348,1.4915,1,1,8,0,0,0,0,none
session_000174,2026-01-03 20:13:00,user_0058,search_browse,ios,GB,9,item_0051,artist_028,surrealism,352.89,153.61,0.6109,1,0.188,0.1581,1.2891,1,1,6,0,0,0,0,none
session_000174,2026-01-03 20:13:00,user_0058,search_browse,ios,GB,10,item_0040,artist_037,minimalist,183.14,61.54,0.5886,1,0.157,0.0644,1.1436,1,1,52,1,0,0,0,none
session_000174,2026-01-03 20:13:00,user_0058,search_browse,ios,GB,14,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.1,0.1688,1.0606,1,1,40,1,1,1,0,none
session_000175,2026-01-03 22:00:00,user_0060,home_feed,web,DE,6,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.3226,0.2702,1.4737,1,1,7,1,0,0,0,none
session_000177,2026-01-03 18:53:00,user_0063,home_feed,ios,DE,3,item_0157,artist_008,surrealism,94.3,37.32,0.4411,1,0.5536,0.2568,1.2648,1,1,27,1,0,0,0,none
session_000178,2026-01-03 20:53:00,user_0065,home_feed,web,US,11,item_0145,artist_008,abstract,323.47,114.77,0.562,1,0.1312,0.1598,1.0004,1,1,20,0,0,1,0,none
session_000178,2026-01-03 20:53:00,user_0065,home_feed,web,US,14,item_0039,artist_039,portrait,179.43,80.53,0.6155,1,0.1,0.206,0.8338,1,1,30,1,0,0,0,none
session_000179,2026-01-03 22:09:00,user_0065,home_feed,web,US,4,item_0126,artist_023,minimalist,190.44,80.14,0.2385,1,0.4624,0.0178,1.352,1,1,34,0,0,0,0,none
session_000179,2026-01-03 22:09:00,user_0065,home_feed,web,US,5,item_0089,artist_022,portrait,135.89,65.48,0.5209,1,0.3862,0.0407,1.1804,1,1,15,1,0,0,0,none
session_000179,2026-01-03 22:09:00,user_0065,home_feed,web,US,9,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.188,0.1362,1.0213,1,1,10,0,0,0,0,none
session_000179,2026-01-03 22:09:00,user_0065,home_feed,web,US,12,item_0028,artist_028,landscape,848.39,253.48,0.6466,1,0.1096,0.0642,0.9755,1,1,13,0,0,0,0,none
session_000179,2026-01-03 22:09:00,user_0065,home_feed,web,US,19,item_0152,artist_003,portrait,857.13,304.95,0.7898,1,0.1,0.1346,0.6395,1,1,18,0,0,0,0,none
session_000180,2026-01-03 08:30:00,user_0066,home_feed,web,NL,3,item_0154,artist_029,landscape,125.99,57.14,0.8596,1,0.5536,0.1641,1.5853,1,1,8,0,0,0,0,none
session_000180,2026-01-03 08:30:00,user_0066,home_feed,web,NL,10,item_0054,artist_026,landscape,97.19,27.94,0.6326,1,0.157,0.1748,1.141,1,1,11,0,0,0,0,none
session_000180,2026-01-03 08:30:00,user_0066,home_feed,web,NL,15,item_0144,artist_001,landscape,148.28,46.21,0.5756,1,0.1,0.0553,1.1074,1,1,16,0,0,0,0,none
session_000181,2026-01-03 20:06:00,user_0066,home_feed,web,NL,2,item_0072,artist_023,landscape,385.57,146.37,0.31,1,0.6628,0.2005,1.5622,1,0,0,0,0,0,1,repeated_style
session_000181,2026-01-03 20:06:00,user_0066,home_feed,web,NL,3,item_0154,artist_029,landscape,125.99,57.14,0.8596,1,0.5536,0.1692,1.4584,1,0,0,0,0,0,1,repeated_style
session_000182,2026-01-03 22:21:00,user_0068,home_feed,ios,US,1,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.7935,0.1769,1.4855,1,1,5,0,0,0,0,none
session_000182,2026-01-03 22:21:00,user_0068,home_feed,ios,US,7,item_0134,artist_015,minimalist,374.79,172.83,0.4434,1,0.2695,0.191,1.1247,1,1,32,0,0,0,0,none
session_000182,2026-01-03 22:21:00,user_0068,home_feed,ios,US,13,item_0126,artist_023,minimalist,190.44,80.14,0.2385,1,0.1,0.0235,1.141,1,0,0,0,0,0,1,repeated_style
session_000183,2026-01-03 22:35:00,user_0068,home_feed,android,US,1,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.7935,0.1788,1.3813,1,0,0,0,0,0,1,already_seen
session_000183,2026-01-03 22:35:00,user_0068,home_feed,android,US,2,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.6628,0.168,1.1866,1,1,12,0,0,0,0,none
session_000184,2026-01-03 22:08:00,user_0069,search_browse,web,US,2,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.6628,0.1785,1.8393,1,0,0,0,0,0,1,poor_match
session_000185,2026-01-03 08:51:00,user_0074,similar_item,android,FR,0,item_0133,artist_022,landscape,307.46,140.25,0.3773,1,0.95,0.2553,1.8978,1,1,32,1,0,0,0,none
session_000186,2026-01-03 20:11:00,user_0074,email_push,android,FR,3,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.5536,0.1254,1.8633,1,1,24,1,0,0,0,none
session_000186,2026-01-03 20:11:00,user_0074,email_push,android,FR,6,item_0154,artist_029,landscape,125.99,57.14,0.8596,1,0.3226,0.1676,1.5041,1,1,12,0,1,0,0,none
session_000187,2026-01-03 22:41:00,user_0077,search_browse,ios,DE,2,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.6628,0.0978,1.8714,1,0,0,0,0,0,1,poor_match
session_000187,2026-01-03 22:41:00,user_0077,search_browse,ios,DE,16,item_0045,artist_002,modern,242.09,101.49,0.5051,1,0.1,0.1663,1.2642,1,1,43,1,0,0,0,none
session_000188,2026-01-03 20:50:00,user_0078,home_feed,ios,DE,4,item_0108,artist_017,contemporary,627.58,318.66,0.4065,1,0.4624,0.0808,1.4726,1,1,48,0,0,0,0,none
session_000189,2026-01-03 12:11:00,user_0078,home_feed,web,DE,10,item_0040,artist_037,minimalist,183.14,61.54,0.5886,1,0.157,0.0677,1.1033,1,1,35,0,0,0,0,none
session_000190,2026-01-03 08:36:00,user_0079,home_feed,android,DE,1,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.7935,0.0967,1.6948,1,0,0,0,0,0,1,already_seen
session_000190,2026-01-03 08:36:00,user_0079,home_feed,android,DE,8,item_0147,artist_007,contemporary,355.5,181.81,0.5278,1,0.2251,0.0747,1.3274,1,0,0,0,0,0,1,already_seen
session_000191,2026-01-04 18:50:00,user_0000,home_feed,android,US,1,item_0000,artist_000,contemporary,151.12,41.02,0.2145,1,0.7935,0.1088,1.7126,1,0,0,0,0,0,1,already_seen
session_000191,2026-01-04 18:50:00,user_0000,home_feed,android,US,4,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.4624,0.128,1.4807,1,1,10,0,0,1,0,none
session_000191,2026-01-04 18:50:00,user_0000,home_feed,android,US,17,item_0070,artist_004,contemporary,401.31,219.67,0.8273,1,0.1,0.0765,1.1428,1,1,32,0,0,0,0,none
session_000191,2026-01-04 18:50:00,user_0000,home_feed,android,US,18,item_0108,artist_017,contemporary,627.58,318.66,0.4065,1,0.1,0.0889,1.2007,1,1,16,0,0,0,0,none
session_000192,2026-01-04 12:12:00,user_0000,home_feed,ios,US,1,item_0000,artist_000,contemporary,151.12,41.02,0.2145,1,0.7935,0.1081,1.6385,1,1,28,0,0,0,0,none
session_000192,2026-01-04 12:12:00,user_0000,home_feed,ios,US,2,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.6628,0.096,1.4447,1,1,46,0,0,0,0,none
session_000192,2026-01-04 12:12:00,user_0000,home_feed,ios,US,4,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.4624,0.1339,1.4066,1,1,19,1,0,0,0,none
session_000192,2026-01-04 12:12:00,user_0000,home_feed,ios,US,11,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.1312,0.0543,1.1318,1,0,0,0,0,0,1,already_seen
session_000192,2026-01-04 12:12:00,user_0000,home_feed,ios,US,17,item_0027,artist_027,contemporary,65.46,20.17,0.546,1,0.1,0.2416,0.9995,1,1,14,1,0,0,0,none
session_000193,2026-01-04 08:05:00,user_0004,similar_item,ios,GB,1,item_0120,artist_034,minimalist,220.09,99.28,0.4243,1,0.7935,0.0995,1.572,1,1,12,1,1,1,0,none
session_000193,2026-01-04 08:05:00,user_0004,similar_item,ios,GB,19,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.1,0.024,1.0293,1,1,30,1,0,0,0,none
session_000194,2026-01-04 12:35:00,user_0005,home_feed,ios,US,15,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.1,0.1368,0.5638,1,1,12,0,0,0,0,none
session_000195,2026-01-04 12:02:00,user_0008,email_push,web,DE,9,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.188,0.1074,1.3913,1,1,52,1,0,0,0,none
session_000197,2026-01-04 20:06:00,user_0008,home_feed,web,DE,19,item_0089,artist_022,portrait,135.89,65.48,0.5209,1,0.1,0.05,1.1387,1,0,0,0,0,0,1,poor_match
session_000198,2026-01-04 20:09:00,user_0010,home_feed,ios,US,0,item_0144,artist_001,landscape,148.28,46.21,0.5756,1,0.95,0.0568,1.9611,1,0,0,0,0,0,1,poor_match
session_000198,2026-01-04 20:09:00,user_0010,home_feed,ios,US,7,item_0142,artist_033,contemporary,138.32,34.32,0.8186,1,0.2695,0.1299,1.3018,1,1,9,1,0,0,0,none
session_000198,2026-01-04 20:09:00,user_0010,home_feed,ios,US,16,item_0111,artist_009,landscape,29.06,13.49,0.4254,1,0.1,0.1079,1.0926,1,1,22,0,0,0,0,none
session_000198,2026-01-04 20:09:00,user_0010,home_feed,ios,US,17,item_0148,artist_002,abstract,105.65,39.94,0.6075,1,0.1,0.1119,1.0346,1,1,16,0,0,0,0,none
session_000199,2026-01-04 08:58:00,user_0012,home_feed,web,DE,2,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.6628,0.2119,1.7049,1,1,60,0,1,0,0,none
session_000199,2026-01-04 08:58:00,user_0012,home_feed,web,DE,15,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.1,0.0972,1.1674,1,1,18,1,0,0,0,none
session_000200,2026-01-04 20:49:00,user_0012,home_feed,web,DE,1,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.7935,0.137,1.8158,1,1,26,1,0,0,0,none
session_000200,2026-01-04 20:49:00,user_0012,home_feed,web,DE,2,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.6628,0.2144,1.5763,1,0,0,0,0,0,1,already_seen
session_000200,2026-01-04 20:49:00,user_0012,home_feed,web,DE,5,item_0072,artist_023,landscape,385.57,146.37,0.31,1,0.3862,0.1997,1.3773,1,1,26,0,0,0,0,none
session_000200,2026-01-04 20:49:00,user_0012,home_feed,web,DE,12,item_0013,artist_013,contemporary,124.14,30.97,0.7041,1,0.1096,0.073,1.1527,1,1,24,0,0,0,0,none
session_000200,2026-01-04 20:49:00,user_0012,home_feed,web,DE,13,item_0070,artist_004,contemporary,401.31,219.67,0.8273,1,0.1,0.0821,1.0781,1,1,13,0,0,0,0,none
session_000201,2026-01-04 20:59:00,user_0013,home_feed,ios,US,3,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.5536,0.0264,1.59,1,1,18,0,0,0,0,none
session_000201,2026-01-04 20:59:00,user_0013,home_feed,ios,US,12,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.1096,0.2695,1.0631,1,1,12,0,0,0,0,none
session_000202,2026-01-04 22:06:00,user_0014,home_feed,ios,NL,19,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.1,0.1398,0.4263,1,1,11,0,0,0,0,none
session_000203,2026-01-04 08:23:00,user_0015,search_browse,android,GB,4,item_0072,artist_023,landscape,385.57,146.37,0.31,1,0.4624,0.2067,0.9788,1,0,0,0,0,0,1,already_seen
session_000204,2026-01-04 08:36:00,user_0015,home_feed,web,GB,2,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.6628,0.1004,0.9142,1,1,12,0,0,0,0,none
session_000204,2026-01-04 08:36:00,user_0015,home_feed,web,GB,7,item_0120,artist_034,minimalist,220.09,99.28,0.4243,1,0.2695,0.1126,0.732,1,1,13,1,0,0,0,none
session_000205,2026-01-04 12:47:00,user_0015,home_feed,android,GB,0,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.95,0.2137,0.8322,1,0,0,0,0,0,1,already_seen
session_000205,2026-01-04 12:47:00,user_0015,home_feed,android,GB,8,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.2251,0.1689,0.5977,1,1,14,1,0,0,0,none
session_000206,2026-01-04 20:03:00,user_0016,home_feed,web,NL,13,item_0054,artist_026,landscape,97.19,27.94,0.6326,1,0.1,0.1705,0.642,1,0,0,0,0,0,1,already_seen
session_000206,2026-01-04 20:03:00,user_0016,home_feed,web,NL,19,item_0098,artist_028,modern,291.24,107.15,0.328,1,0.1,0.1048,0.6083,1,1,21,0,0,0,0,none
session_000207,2026-01-04 08:03:00,user_0017,search_browse,web,FR,15,item_0131,artist_034,portrait,379.1,157.96,0.6595,1,0.1,0.0469,0.8196,1,1,5,0,0,0,0,none
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,0,item_0084,artist_005,impressionism,234.25,88.9,0.6564,1,0.95,0.1144,1.7332,1,0,0,0,0,0,1,already_seen
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,3,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.5536,0.136,1.5053,1,1,72,1,0,0,0,none
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,12,item_0121,artist_026,minimalist,63.47,24.58,0.1033,1,0.1096,0.1909,0.7944,1,0,0,0,0,0,1,already_seen
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,13,item_0054,artist_026,landscape,97.19,27.94,0.6326,1,0.1,0.1692,0.7131,1,1,19,1,0,0,0,none
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,15,item_0113,artist_033,minimalist,333.79,183.21,0.2839,1,0.1,0.1544,0.7541,1,1,52,0,1,0,0,none
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,16,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.1,0.1035,0.7161,1,1,35,0,0,0,0,none
session_000208,2026-01-04 08:03:00,user_0017,similar_item,web,FR,18,item_0011,artist_011,landscape,252.69,72.87,0.7491,1,0.1,0.0702,0.7028,1,0,0,0,0,0,1,repeated_style
session_000209,2026-01-04 08:05:00,user_0018,home_feed,ios,US,4,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.4624,0.0293,1.344,1,0,0,0,0,0,1,poor_match
session_000209,2026-01-04 08:05:00,user_0018,home_feed,ios,US,11,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.1312,0.1386,0.843,1,1,29,0,0,0,0,none
session_000209,2026-01-04 08:05:00,user_0018,home_feed,ios,US,16,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.1,0.1068,0.7047,1,1,11,1,1,0,0,none
session_000210,2026-01-04 18:55:00,user_0018,similar_item,ios,US,2,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.6628,0.1743,1.3912,1,1,10,1,1,0,0,none
session_000210,2026-01-04 18:55:00,user_0018,similar_item,ios,US,16,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.1,0.11,0.6012,1,1,6,1,0,0,0,none
session_000211,2026-01-04 08:49:00,user_0019,search_browse,web,FR,19,item_0095,artist_021,landscape,94.04,40.42,0.6582,1,0.1,0.0994,0.7836,1,0,0,0,0,0,1,poor_match
session_000213,2026-01-04 18:16:00,user_0020,home_feed,android,NL,1,item_0157,artist_008,surrealism,94.3,37.32,0.4411,1,0.7935,0.2549,1.1009,1,1,25,0,0,0,0,none
session_000213,2026-01-04 18:16:00,user_0020,home_feed,android,NL,7,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.2695,0.0285,0.854,1,0,0,0,0,0,1,already_seen
